availability,location,total_sqft,bath,balcony,price,size_filled,price_per_sqft
Ready To Move,Electronics City Phase 1,1330.0,2.0,2.0,44.0,3 BHK,3308.2706766917295
Ready To Move,Mallasandra,1524.0,2.0,3.0,72.0,3 BHK,4724.4094488188975
Ready To Move,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4 BHK,6842.57602862254
Ready To Move,Domlur,2955.0,3.0,2.0,235.0,3 BHK,7952.622673434857
Not Ready To Move,Raja Rajashweri Nagar,1410.0,2.0,2.0,45.12,3 BHK,3200.0
Ready To Move,Kothanur,1581.0,3.0,3.0,76.0,3 BHK,4807.084123972169
Ready To Move,Balagere,1205.0,2.0,1.0,79.0,2 BHK,6556.016597510374
Ready To Move,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3 BHK,7500.0
Ready To Move,VHBCS Layout,1353.0,2.0,2.0,110.0,3 BHK,8130.081300813008
Not Ready To Move,Jinkethimmanahalli,1200.0,2.0,1.0,68.0,2 BHK,5666.666666666667
Ready To Move,basaveshwarnagar,1250.0,2.0,1.0,70.0,3 BHK,5600.0
Not Ready To Move,Gopalapura,1950.2,3.0,2.0,261.0,3 BHK,13383.242744333915
Not Ready To Move,Sarjapur  Road,1157.0,2.0,1.0,69.0,3 BHK,5963.699222126188
Ready To Move,Sarjapur  Road,1000.0,2.0,2.0,40.0,2 BHK,4000.0
Not Ready To Move,Yelahanka,602.0,1.0,1.0,33.0,1 BHK,5481.72757475083
Ready To Move,Malleshwaram,3000.0,4.0,0.0,900.0,5 BHK,30000.0
Not Ready To Move,Hoodi,1108.0,2.0,0.0,66.46,2 BHK,5998.194945848375
Ready To Move,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2 BHK,6538.461538461538
Not Ready To Move,Sarjapur,1451.0,2.0,1.0,87.0,2 BHK,5995.864920744314
Ready To Move,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2 BHK,3389.632107023411
Not Ready To Move,Kanakpura Road,850.0,1.0,1.0,37.32,1 BHK,4390.588235294118
Not Ready To Move,Gopalapura,2171.66,3.0,2.0,298.0,3 BHK,13722.221710580847
Ready To Move,Kanaka Nagar,900.0,2.0,1.0,40.0,2 BHK,4444.444444444444
Ready To Move,Kudlu,720.0,1.0,1.0,33.0,1 BHK,4583.333333333333
Ready To Move,Thanisandra,1573.0,3.0,2.0,115.0,3 BHK,7310.870947234584
Ready To Move,Sarjapur  Road,1026.0,2.0,1.0,60.8,2 BHK,5925.925925925926
Ready To Move,CV Raman Nagar,1400.0,2.0,2.0,78.0,3 BHK,5571.428571428572
Not Ready To Move,Electronic City Phase II,1400.0,2.0,2.0,40.44,3 BHK,2888.5714285714284
Ready To Move,Banashankari Stage III,2100.0,3.0,1.0,147.0,4 BHK,7000.0
Ready To Move,Sarjapur  Road,1150.0,2.0,1.0,48.5,2 BHK,4217.391304347826
Ready To Move,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3 BHK,5866.666666666667
Ready To Move,Malleshwaram,2400.0,3.0,2.0,380.0,3 BHK,15833.333333333334
Ready To Move,HRBR Layout,1200.0,3.0,2.0,240.0,3 BHK,20000.0
Ready To Move,Kothanur,1790.0,3.0,2.0,105.0,3 BHK,5865.921787709497
Ready To Move,Ramagondanahalli,1125.0,2.0,2.0,75.0,2 BHK,6666.666666666667
Ready To Move,Marathahalli,1100.0,2.0,1.0,50.0,2 BHK,4545.454545454545
Ready To Move,Banaswadi,1105.0,2.0,2.0,57.0,2 BHK,5158.371040723982
Ready To Move,Thanisandra,1110.0,2.0,2.0,46.5,2 BHK,4189.189189189189
Ready To Move,Dasanapura,708.0,1.0,1.0,41.0,1 BHK,5790.960451977401
Ready To Move,Kudlu,1027.0,2.0,2.0,44.0,2 BHK,4284.323271665044
Not Ready To Move,"Banashankari 3rd stage, Vivekanandanagar",1600.0,3.0,1.0,100.0,3 BHK,6250.0
Ready To Move,Thigalarapalya,3122.0,6.0,2.0,250.0,4 BHK,8007.687379884689
Ready To Move,Sarjapur  Road,1205.0,2.0,2.0,37.0,2 BHK,3070.539419087137
Ready To Move,5th Phase JP Nagar,1450.0,2.0,2.0,73.0,3 BHK,5034.482758620689
Ready To Move,Thyagaraja Nagar,750.0,4.0,2.0,125.0,4 BHK,16666.666666666668
Ready To Move,Annaiah Reddy Layout,540.0,1.0,0.0,22.0,1 BHK,4074.074074074074
Ready To Move,Dasarahalli,1200.0,2.0,2.0,42.0,2 BHK,3500.0
Ready To Move,Nagarbhavi,1200.0,5.0,1.0,260.0,5 BHK,21666.666666666668
Ready To Move,Kalena Agrahara,1837.0,2.0,2.0,95.0,3 BHK,5171.475231355471
Not Ready To Move,Whitefield,1346.0,2.0,1.0,76.01,2 BHK,5647.102526002973
Ready To Move,Balagere,1012.0,2.0,1.0,68.0,2 BHK,6719.367588932806
Not Ready To Move,Gopalapura,1950.2,3.0,2.0,193.0,3 BHK,9896.420879909752
Ready To Move,Atmananda Colony,1125.0,2.0,2.0,55.0,2 BHK,4888.888888888889
Ready To Move,Kaggadasapura,1500.0,2.0,2.0,60.0,3 BHK,4000.0
Ready To Move,Harlur,1197.0,2.0,1.0,79.9,2 BHK,6675.020885547202
Not Ready To Move,Chandapura,1230.0,2.0,2.0,31.37,3 BHK,2550.4065040650407
Ready To Move,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2 BHK,4272.727272727273
Ready To Move,Channasandra Layout,1563.0,2.0,2.0,52.0,3 BHK,3326.935380678183
Ready To Move,Hebbal Kempapura,3729.0,4.0,2.0,384.0,4 BHK,10297.666934835077
Ready To Move,Sarjapur  Road,1600.0,3.0,1.0,120.0,3 BHK,7500.0
Ready To Move,Green Glen Layout,1715.0,3.0,3.0,120.0,3 BHK,6997.084548104956
Ready To Move,Bannerghatta Road,2400.0,4.0,1.0,180.0,4 BHK,7500.0
Not Ready To Move,Ramagondanahalli,1151.0,2.0,2.0,42.5,2 BHK,3692.44135534318
Ready To Move,Uttarahalli,1123.0,2.0,2.0,60.0,2 BHK,5342.831700801425
Not Ready To Move,Whitefield,1276.0,2.0,1.0,69.5,2 BHK,5446.7084639498435
Ready To Move,Yelahanka,1315.0,2.0,3.0,77.0,2 BHK,5855.513307984791
Ready To Move,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3 BHK,3999.212598425197
Ready To Move,R.T. Nagar,1325.0,2.0,2.0,52.0,2 BHK,3924.5283018867926
Not Ready To Move,Varthur,1600.0,3.0,2.0,63.2,3 BHK,3950.0
Ready To Move,Jakkur,1660.0,3.0,2.0,104.0,3 BHK,6265.060240963855
Ready To Move,Kodichikkanahalli,1299.0,2.0,3.0,58.0,2 BHK,4464.973056197075
Ready To Move,Haralur Road,953.0,2.0,1.0,90.0,2 BHK,9443.861490031479
Ready To Move,Gunjur,1457.0,2.0,3.0,60.0,2 BHK,4118.050789293068
Not Ready To Move,Varthur,1000.0,1.0,1.0,65.0,2 BHK,6500.0
Ready To Move,Mallasandra,1100.0,2.0,3.0,76.3,3 BHK,6936.363636363636
Ready To Move,Yelahanka,1075.0,2.0,1.0,33.53,3 BHK,3119.0697674418607
Ready To Move,Kanakpura Road,1450.0,3.0,3.0,51.0,3 BHK,3517.2413793103447
Ready To Move,Iblur Village,5515.0,6.0,2.0,425.0,5 BHK,7706.255666364461
Ready To Move,Bellandur,950.0,1.0,1.0,40.0,1 BHK,4210.526315789473
Ready To Move,Basaveshwara Nagar,1200.0,3.0,1.0,180.0,5 BHK,15000.0
Ready To Move,Amam Enclave Layout,1013.0,2.0,2.0,60.0,2 BHK,5923.000987166831
Ready To Move,Hennur Road,1140.0,2.0,2.0,56.0,2 BHK,4912.2807017543855
Ready To Move,4th T block Jayanagar,2100.0,3.0,3.0,220.0,3 BHK,10476.190476190477
Ready To Move,Yelahanka,1430.0,3.0,1.0,61.0,3 BHK,4265.734265734266
Ready To Move,Ilyas Nagar,600.0,3.0,0.0,95.0,4 BHK,15833.333333333334
Ready To Move,Anantapura,1600.0,3.0,2.0,77.0,3 BHK,4812.5
Ready To Move,Ayappa Nagar,1190.0,2.0,1.0,48.0,2 BHK,4033.6134453781515
Ready To Move,Ashwath Nagar,1625.0,3.0,2.0,95.0,3 BHK,5846.153846153846
Ready To Move,Classic Paradise Layout,1210.0,2.0,2.0,53.0,2 BHK,4380.165289256199
Ready To Move,Lakshminarayana Pura,1615.0,3.0,2.0,150.0,3 BHK,9287.925696594428
Ready To Move,Kalena Agrahara,1180.0,2.0,2.0,85.0,2 BHK,7203.389830508475
Ready To Move,Nagasandra,1500.0,2.0,0.0,91.0,2 BHK,6066.666666666667
Ready To Move,Bellandur,850.0,2.0,1.0,45.0,2 BHK,5294.117647058823
Ready To Move,Kothanur,1130.0,2.0,2.0,55.0,2 BHK,4867.256637168141
Ready To Move,CV Raman Nagar,907.0,2.0,2.0,38.0,2 BHK,4189.636163175303
Ready To Move,HRBR Layout,1300.0,2.0,3.0,90.0,2 BHK,6923.076923076923
Ready To Move,Hennur Road,1891.0,3.0,1.0,110.0,3 BHK,5817.028027498678
Ready To Move,Hennur Road,1735.0,3.0,3.0,78.0,3 BHK,4495.677233429395
Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,33.0,3 BHK,3069.767441860465
Ready To Move,Uttarahalli,1590.0,3.0,2.0,57.0,3 BHK,3584.9056603773583
Ready To Move,Jayanti Nagar,1600.0,5.0,2.0,140.0,5 BHK,8750.0
Ready To Move,Doddakammanahalli,1160.0,2.0,3.0,55.0,2 BHK,4741.379310344828
Ready To Move,Tasker Town,930.0,1.0,1.0,55.0,2 BHK,5913.978494623656
Ready To Move,Devanahalli,1010.0,2.0,1.0,58.0,2 BHK,5742.574257425743
Ready To Move,Electronic City,1221.0,2.0,2.0,68.0,2 BHK,5569.205569205569
Ready To Move,Banashankari,2400.0,4.0,3.0,470.0,4 BHK,19583.333333333332
Not Ready To Move,Hoodi,1108.0,2.0,1.0,87.48,2 BHK,7895.306859205776
Ready To Move,Vidyaranyapura,1000.0,4.0,2.0,120.0,4 BHK,12000.0
Not Ready To Move,Sarjapur  Road,1370.0,2.0,1.0,70.0,2 BHK,5109.489051094891
Ready To Move,Banashankari Stage V,920.0,2.0,1.0,41.5,2 BHK,4510.869565217391
Not Ready To Move,Bhoganhalli,1277.0,2.0,1.0,79.89,2 BHK,6256.068911511355
Not Ready To Move,Horamavu Agara,1213.0,2.0,2.0,38.1,2 BHK,3140.9727947238252
Ready To Move,Singasandra,1653.0,3.0,2.0,85.0,3 BHK,5142.165759225651
Ready To Move,Sarjapur,2400.0,3.0,3.0,140.0,4 BHK,5833.333333333333
Ready To Move,1st Block Koramangala,3000.0,5.0,3.0,500.0,4 BHK,16666.666666666668
Ready To Move,Kothanur,1600.0,4.0,3.0,250.0,4 BHK,15625.0
Ready To Move,Electronics City Phase 1,1321.0,2.0,2.0,40.0,3 BHK,3028.009084027252
Ready To Move,Kanakpura Road,1570.0,3.0,2.0,68.0,3 BHK,4331.210191082802
Ready To Move,Nallurhalli,1053.0,2.0,3.0,44.0,2 BHK,4178.537511870845
Ready To Move,Hoysalanagar,1325.0,2.0,3.0,56.0,3 BHK,4226.415094339623
Not Ready To Move,manyata,1169.0,2.0,1.0,50.11,2 BHK,4286.569717707443
Not Ready To Move,Badavala Nagar,1274.0,2.0,1.0,90.0,2 BHK,7064.36420722135
Ready To Move,Whitefield,1317.0,2.0,2.0,52.0,2 BHK,3948.3675018982535
Ready To Move,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2 BHK,6276.150627615063
Ready To Move,Kammasandra,940.0,2.0,2.0,35.0,2 BHK,3723.404255319149
Ready To Move,Budigere,1820.0,3.0,2.0,95.5,3 BHK,5247.252747252747
Ready To Move,Kanakpura Road,1450.0,3.0,3.0,53.6,3 BHK,3696.551724137931
Ready To Move,Whitefield,1615.0,3.0,0.0,96.9,3 BHK,6000.0
Ready To Move,Nagarbhavi,2200.0,2.0,3.0,99.0,3 BHK,4500.0
Ready To Move,Subramanyapura,985.0,2.0,1.0,62.5,2 BHK,6345.177664974619
Ready To Move,Electronics City Phase 1,1116.0,2.0,1.0,33.0,2 BHK,2956.989247311828
Ready To Move,Attibele,656.0,2.0,1.0,25.0,2 BHK,3810.9756097560976
Ready To Move,Kaggadasapura,1105.0,2.0,1.0,39.5,2 BHK,3574.660633484163
Ready To Move,Whitefield,1220.0,2.0,1.0,55.0,2 BHK,4508.196721311476
Ready To Move,Hoodi,1400.0,3.0,2.0,74.0,3 BHK,5285.714285714285
Ready To Move,Bhuvaneswari Nagar,2400.0,3.0,0.0,185.0,4 BHK,7708.333333333333
Ready To Move,Anandapura,850.0,3.0,0.0,63.0,3 BHK,7411.764705882353
Ready To Move,Uttarahalli,1000.0,2.0,1.0,35.0,2 BHK,3500.0
Ready To Move,Bannerghatta Road,1660.0,3.0,3.0,80.0,3 BHK,4819.277108433735
Ready To Move,Uttarahalli,1330.0,2.0,1.0,57.0,3 BHK,4285.714285714285
Not Ready To Move,Old Madras Road,1165.0,2.0,1.0,52.0,2 BHK,4463.519313304721
Ready To Move,Budigere,1153.0,2.0,2.0,56.0,2 BHK,4856.895056374675
Ready To Move,Bannerghatta Road,1270.0,2.0,2.0,45.0,2 BHK,3543.3070866141734
Not Ready To Move,2nd Phase JP Nagar,1070.0,2.0,2.0,38.0,2 BHK,3551.4018691588785
Ready To Move,RWF West Colony,1427.0,2.0,2.0,85.0,3 BHK,5956.552207428171
Ready To Move,Banashankari Stage III,1420.0,2.0,2.0,95.0,3 BHK,6690.140845070423
Ready To Move,Kothanur,1600.0,5.0,0.0,130.0,4 BHK,8125.0
Ready To Move,Langford Town,2031.0,2.0,2.0,200.0,2 BHK,9847.365829640572
Not Ready To Move,Bellandur,1454.0,2.0,1.0,90.0,2 BHK,6189.821182943604
Ready To Move,Whitefield,1116.0,2.0,3.0,48.76,2 BHK,4369.1756272401435
Ready To Move,Maruthi Sevanagar,2000.0,3.0,1.0,180.0,4 BHK,9000.0
Not Ready To Move,Sarjapur  Road,1346.0,2.0,1.0,74.03,2 BHK,5500.0
Ready To Move,Hessarghatta,1062.0,2.0,1.0,50.0,2 BHK,4708.097928436911
Ready To Move, Mysore Highway,700.0,1.0,1.0,25.5,1 BHK,3642.8571428571427
Not Ready To Move,JP Nagar,1405.0,2.0,1.0,99.0,2 BHK,7046.26334519573
Ready To Move,Doddathoguru,1100.0,2.0,2.0,50.0,2 BHK,4545.454545454545
Ready To Move,Chikka Tirupathi,2153.0,4.0,3.0,120.0,3 BHK,5573.61820715281
Ready To Move,Kammagondahalli,1200.0,3.0,2.0,120.0,3 BHK,10000.0
Ready To Move,Ulsoor,2135.0,3.0,2.0,170.0,3 BHK,7962.529274004683
Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.0,2 BHK,4177.777777777777
Ready To Move,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3 BHK,3500.0
Ready To Move,Pai Layout,1068.0,2.0,3.0,48.0,2 BHK,4494.38202247191
Ready To Move,Doddathoguru,940.0,2.0,1.0,32.9,2 BHK,3500.0
Not Ready To Move,Hosa Road,1063.0,2.0,1.0,32.79,2 BHK,3084.6660395108183
Ready To Move,Brookefield,1382.0,2.0,2.0,84.5,2 BHK,6114.3270622286545
Ready To Move,Harlur,936.0,2.0,1.0,45.0,2 BHK,4807.692307692308
Ready To Move,KR Puram,1400.0,2.0,3.0,60.0,3 BHK,4285.714285714285
Not Ready To Move,Sarjapur  Road,475.0,1.0,1.0,26.0,1 BHK,5473.684210526316
Ready To Move,LIC Colony,1200.0,2.0,1.0,115.0,2 BHK,9583.333333333334
Ready To Move,Glass Factory Layout,1450.0,3.0,3.0,65.0,3 BHK,4482.758620689655
Ready To Move,Kudlu,1162.0,2.0,1.0,52.0,2 BHK,4475.043029259897
Not Ready To Move,Hosa Road,1161.0,2.0,1.0,48.75,2 BHK,4198.966408268734
Ready To Move,Green Glen Layout,1623.29,2.0,2.0,105.0,3 BHK,6468.345150897252
Ready To Move,Brookefield,1260.0,2.0,1.0,70.0,2 BHK,5555.555555555556
Ready To Move,Billekahalli,1672.0,3.0,2.0,190.0,4 BHK,11363.636363636364
Ready To Move,Seegehalli,3000.0,4.0,2.0,240.0,3 BHK,8000.0
Ready To Move,Murugeshpalya,1500.0,2.0,0.0,70.0,3 BHK,4666.666666666667
Ready To Move,Gaurava Nagar,1650.0,6.0,2.0,200.0,5 BHK,12121.212121212122
Ready To Move,Dollars Colony,2000.0,3.0,3.0,200.0,3 BHK,10000.0
Ready To Move,Thyagaraja Nagar,1675.0,1.0,0.0,241.0,1 BHK,14388.059701492537
Ready To Move,Electronic City,1200.0,3.0,2.0,150.0,3 BHK,12500.0
Ready To Move,Nagarbhavi,1100.0,2.0,2.0,46.2,2 BHK,4200.0
Ready To Move,Whitefield,1400.0,2.0,3.0,56.0,3 BHK,4000.0
Ready To Move,Ramagondanahalli,2257.0,3.0,2.0,155.0,3 BHK,6867.523260965884
Ready To Move,Budigere,1153.0,2.0,2.0,56.5,2 BHK,4900.260190806592
Ready To Move,Sarjapur  Road,1197.0,2.0,1.0,56.86,2 BHK,4750.208855472013
Ready To Move,Siddapura,1150.0,2.0,2.0,90.0,2 BHK,7826.086956521739
Not Ready To Move,Akshayanagara East,595.0,1.0,1.0,40.0,1 BHK,6722.689075630252
Not Ready To Move,Hoodi,1837.0,3.0,1.0,110.0,3 BHK,5988.023952095808
Ready To Move,Kumbalgodu,3750.0,4.0,2.0,190.0,4 BHK,5066.666666666667
Ready To Move,Bellandur,1830.0,3.0,3.0,91.86,3 BHK,5019.672131147541
Ready To Move,Green Glen Layout,1715.0,3.0,3.0,115.0,3 BHK,6705.539358600583
Ready To Move,Electronic City,970.0,2.0,1.0,35.0,2 BHK,3608.2474226804125
Ready To Move,Hebbal Kempapura,1200.0,3.0,2.0,148.0,4 BHK,12333.333333333334
Ready To Move,NRI Layout,2700.0,5.0,1.0,95.75,4 BHK,3546.296296296296
Ready To Move,Siddapura,5480.0,4.0,2.0,400.0,3 BHK,7299.270072992701
Ready To Move,Vidyaranyapura,2400.0,5.0,1.0,135.0,4 BHK,5625.0
Ready To Move,Sarjapur  Road,3040.0,4.0,2.0,135.0,4 BHK,4440.789473684211
Not Ready To Move,Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2 BHK,5650.684931506849
Ready To Move,Begur Road,1160.0,2.0,2.0,36.54,2 BHK,3150.0
Ready To Move,Mallappa Layout,1500.0,3.0,2.0,75.0,3 BHK,5000.0
Ready To Move,Kumaraswami Layout,600.0,2.0,1.0,72.0,2 BHK,12000.0
Not Ready To Move,ITPL,850.0,2.0,1.0,25.4,2 BHK,2988.235294117647
Ready To Move,Ramamurthy Nagar,935.0,2.0,2.0,39.0,2 BHK,4171.122994652406
Ready To Move,Ullal Road,1200.0,5.0,1.0,235.0,5 BHK,19583.333333333332
Not Ready To Move,Doddaballapur,654.0,1.0,1.0,49.0,1 BHK,7492.354740061162
Ready To Move,Domlur,1650.0,3.0,1.0,180.0,3 BHK,10909.09090909091
Ready To Move,Dodsworth Layout,5656.0,5.0,0.0,499.0,3 BHK,8822.489391796322
Ready To Move,Vinayak Nagar,1300.0,2.0,1.0,33.0,2 BHK,2538.4615384615386
Ready To Move,Kaggalipura,950.0,2.0,1.0,60.0,2 BHK,6315.789473684211
Not Ready To Move,Silk Board,1250.0,3.0,2.0,54.0,3 BHK,4320.0
Ready To Move,Doddakallasandra,1072.0,2.0,1.0,42.87,2 BHK,3999.0671641791046
Ready To Move,Ankappa Layout,1425.0,2.0,2.0,65.0,3 BHK,4561.403508771929
Ready To Move,Uttarahalli,1165.0,1.0,0.0,42.09,2 BHK,3612.8755364806866
Ready To Move,Kathriguppe,1390.0,2.0,2.0,69.49,3 BHK,4999.2805755395675
Ready To Move,Kalena Agrahara,1510.0,3.0,2.0,78.0,3 BHK,5165.562913907284
Ready To Move,Thanisandra,1305.0,2.0,2.0,90.0,2 BHK,6896.551724137931
Ready To Move,Kodigehaali,866.0,2.0,2.0,32.0,2 BHK,3695.150115473441
Ready To Move,Hulimavu,1231.0,2.0,1.0,84.5,2 BHK,6864.337936636881
Ready To Move,Sompura,1360.0,2.0,3.0,45.0,3 BHK,3308.823529411765
Ready To Move,Yeshwanthpur,2500.0,3.0,3.0,138.0,3 BHK,5520.0
Ready To Move,Whitefield,1140.0,2.0,3.0,55.0,2 BHK,4824.561403508772
Not Ready To Move,Kanakpura Road,525.0,1.0,1.0,30.0,1 BHK,5714.285714285715
Not Ready To Move,Whitefield,1295.0,2.0,1.0,64.5,2 BHK,4980.694980694981
Ready To Move,Hormavu,1020.0,2.0,2.0,45.75,2 BHK,4485.294117647059
Not Ready To Move,Old Airport Road,3504.0,4.0,2.0,262.0,4 BHK,7477.16894977169
Ready To Move,Sidedahalli,1200.0,1.0,0.0,50.0,2 BHK,4166.666666666667
Ready To Move,Vidyaranyapura,1100.0,2.0,1.0,41.0,2 BHK,3727.2727272727275
Not Ready To Move,Bannerghatta Road,4723.0,4.0,3.0,500.0,4 BHK,10586.491636671608
Ready To Move,Kothannur,820.0,2.0,2.0,37.0,2 BHK,4512.195121951219
Ready To Move,Sarjapur,3508.0,4.0,1.0,386.0,4 BHK,11003.420752565564
Ready To Move,Versova Layout,3700.0,4.0,2.0,400.0,4 BHK,10810.81081081081
Ready To Move,Kalena Agrahara,1354.0,2.0,2.0,70.0,2 BHK,5169.8670605613
Ready To Move,Basavangudi,2453.0,3.0,2.0,250.0,4 BHK,10191.602119853242
Ready To Move,Garudachar Palya,1154.0,2.0,1.0,51.8,2 BHK,4488.734835355286
Ready To Move,7th Phase JP Nagar,1680.0,2.0,3.0,92.0,3 BHK,5476.190476190476
Not Ready To Move,Electronics City Phase 1,1205.0,2.0,2.0,60.0,2 BHK,4979.253112033195
Ready To Move,Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3 BHK,6142.857142857143
Ready To Move,Doopanahalli,1625.0,3.0,1.0,150.0,3 BHK,9230.76923076923
Ready To Move,Electronic City,1500.0,3.0,1.0,73.0,3 BHK,4866.666666666667
Ready To Move,Bannerghatta Road,1520.0,2.0,3.0,80.0,3 BHK,5263.1578947368425
Ready To Move,3rd Stage Raja Rajeshwari Nagar,1300.0,3.0,1.0,65.0,2 BHK,5000.0
Ready To Move,Manayata Tech Park,1150.0,2.0,2.0,47.0,2 BHK,4086.9565217391305
Not Ready To Move,Kadugodi,1762.0,3.0,3.0,109.0,3 BHK,6186.152099886493
Ready To Move,Budigere,1153.0,2.0,2.0,58.0,2 BHK,5030.3555941023415
Ready To Move,Yelahanka,2650.0,4.0,1.0,223.0,4 BHK,8415.094339622641
Ready To Move,Sompura,1350.0,2.0,2.0,47.0,3 BHK,3481.4814814814813
Ready To Move,Billekahalli,950.0,2.0,2.0,56.0,2 BHK,5894.736842105263
Ready To Move,Jakkur,3295.0,3.0,3.0,310.0,3 BHK,9408.194233687405
Ready To Move,Coconut Grove Layout,1515.0,3.0,3.0,80.5,3 BHK,5313.531353135313
Ready To Move,Neeladri Nagar,1100.0,2.0,2.0,30.0,2 BHK,2727.2727272727275
Ready To Move,Byrasandra,1250.0,2.0,2.0,65.0,2 BHK,5200.0
Ready To Move,HBR Layout,1200.0,2.0,0.0,120.0,2 BHK,10000.0
Ready To Move,Hoskote,1200.0,4.0,2.0,100.0,4 BHK,8333.333333333334
Ready To Move,Yelahanka,1355.0,2.0,2.0,51.5,3 BHK,3800.7380073800737
Not Ready To Move,Dominic Layout,1115.0,3.0,1.0,39.14,3 BHK,3510.3139013452915
Not Ready To Move,8th Phase JP Nagar,1275.0,3.0,2.0,45.0,3 BHK,3529.4117647058824
Not Ready To Move,Padmanabhanagar,2051.0,3.0,2.0,170.0,3 BHK,8288.639687957095
Ready To Move,BTM Layout,1470.0,2.0,2.0,99.0,3 BHK,6734.693877551021
Ready To Move,Silver Springs Layout,1550.0,2.0,3.0,70.0,3 BHK,4516.129032258064
Ready To Move,Bannerghatta Road,1270.0,2.0,1.0,73.0,3 BHK,5748.031496062992
Not Ready To Move,Bhoganhalli,2119.0,4.0,2.0,111.0,4 BHK,5238.319962246343
Ready To Move,Hebbal Kempapura,1600.0,3.0,3.0,170.0,3 BHK,10625.0
Ready To Move,Kudlu Gate,1320.0,2.0,2.0,50.0,3 BHK,3787.878787878788
Ready To Move,Gopalkrishna Nagar,2505.0,3.0,2.0,165.0,3 BHK,6586.826347305389
Ready To Move,Tejaswini Nagar,1410.0,2.0,1.0,54.0,3 BHK,3829.7872340425533
Ready To Move,Whitefield,1200.0,2.0,3.0,70.0,2 BHK,5833.333333333333
Not Ready To Move,Chennammana Kere,1705.0,2.0,1.0,86.96,3 BHK,5100.2932551319645
Ready To Move,Electronic City,995.0,2.0,1.0,48.0,2 BHK,4824.120603015075
Ready To Move,Horamavu Banaswadi,1081.0,2.0,1.0,52.0,2 BHK,4810.360777058279
Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2 BHK,3852.5963149078725
Not Ready To Move,Sonnenahalli,605.0,1.0,1.0,30.24,1 BHK,4998.347107438017
Ready To Move,Yelahanka,567.0,1.0,1.0,25.0,1 BHK,4409.171075837742
Ready To Move,Rajaji Nagar,1718.0,3.0,2.0,275.0,2 BHK,16006.9848661234
Ready To Move,2nd Stage Nagarbhavi,600.0,5.0,1.0,135.0,3 BHK,22500.0
Ready To Move,Green Glen Layout,1715.0,3.0,2.0,105.0,3 BHK,6122.448979591837
Ready To Move,Doddaballapur,3206.0,5.0,2.0,270.0,4 BHK,8421.70929507174
Ready To Move,Kundalahalli,1500.0,4.0,2.0,235.0,4 BHK,15666.666666666666
Ready To Move,Bannerghatta Road,1846.0,3.0,2.0,120.0,3 BHK,6500.541711809317
Ready To Move,Coconut Garden,600.0,3.0,1.0,90.0,3 BHK,15000.0
Ready To Move,Whitefield,1015.0,2.0,3.0,56.0,2 BHK,5517.241379310345
Ready To Move,Dollars Colony,4350.0,8.0,2.0,2600.0,4 BHK,59770.11494252874
Ready To Move,Thanisandra,1100.0,2.0,1.0,36.0,2 BHK,3272.7272727272725
Ready To Move,Thanisandra,1965.0,4.0,2.0,125.0,3 BHK,6361.323155216285
Ready To Move,NGR Layout,1021.0,2.0,2.0,45.9,2 BHK,4495.592556317336
Not Ready To Move,Haralur Road,1230.0,2.0,1.0,67.65,2 BHK,5500.000000000001
Ready To Move,Uttarahalli,1260.0,2.0,2.0,55.0,2 BHK,4365.079365079365
Ready To Move,Indira Nagar,2400.0,4.0,1.0,700.0,4 BHK,29166.666666666668
Ready To Move,Lingadheeranahalli,1894.0,4.0,1.0,114.0,3 BHK,6019.007391763464
Not Ready To Move,Jakkur,1950.0,3.0,2.0,131.0,3 BHK,6717.948717948718
Ready To Move,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2 BHK,5361.494719740049
Ready To Move,Mahadevpura,1236.0,2.0,1.0,58.0,2 BHK,4692.556634304207
Ready To Move,R.T. Nagar,1800.0,3.0,0.0,120.0,4 BHK,6666.666666666667
Ready To Move,KAMAKIYA,1650.0,3.0,2.0,135.0,3 BHK,8181.818181818182
Ready To Move,Kirloskar Layout,750.0,3.0,1.0,88.0,5 BHK,11733.333333333334
Ready To Move,Begur,1443.0,2.0,2.0,70.0,3 BHK,4851.004851004851
Ready To Move,Ramamurthy Nagar,886.0,4.0,2.0,120.0,4 BHK,13544.018058690745
Ready To Move,Wheelers Road,925.0,2.0,1.0,68.0,2 BHK,7351.351351351352
Not Ready To Move,Chandapura,1305.0,3.0,1.0,33.28,3 BHK,2550.191570881226
Ready To Move,Alfa Garden Layout,1190.0,2.0,2.0,46.41,2 BHK,3900.0
Ready To Move,Uttarahalli,1284.0,2.0,2.0,53.36,2 BHK,4155.763239875389
